,album_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
536,0MJwS1KqklO8tr95IJAcQA,0.225,0.477,10,-16.746,0,0.102,0.849,0.719,0.374,0.0505,65.258,418533
537,0MJwS1KqklO8tr95IJAcQA,0.233,0.123,3,-14.927,0,0.0338,0.585,0.955,0.148,0.0757,84.2,218733
538,0MJwS1KqklO8tr95IJAcQA,0.232,0.266,5,-26.31,1,0.0474,0.987,0.823,0.123,0.0705,141.244,155840
539,0MJwS1KqklO8tr95IJAcQA,0.204,0.029,7,-25.336,1,0.0509,0.898,0.654,0.105,0.0385,80.591,90320
540,0MJwS1KqklO8tr95IJAcQA,0.117,0.198,2,-18.46,0,0.0454,0.832,0.725,0.0952,0.0376,95.091,310040
541,0MJwS1KqklO8tr95IJAcQA,0.171,0.134,5,-22.605,1,0.0431,0.416,0.916,0.108,0.05,121.321,82160
542,0MJwS1KqklO8tr95IJAcQA,0.168,0.128,3,-23.696,0,0.0477,0.936,0.963,0.371,0.0387,178.175,279067
543,0MJwS1KqklO8tr95IJAcQA,0.102,0.727,10,-17.886,1,0.061,0.986,0.847,0.125,0.0547,60.878,440067
544,6YM4MpYgz6BhIeqQkxp3u4,0.574,0.665,0,-6.526,1,0.032,0.0131,0.000541,0.199,0.665,122.553,203693
545,6YM4MpYgz6BhIeqQkxp3u4,0.504,0.773,7,-7.487,1,0.0272,0.00153,0.0246,0.232,0.698,138.16,260013
546,6YM4MpYgz6BhIeqQkxp3u4,0.58,0.592,7,-7.885,1,0.0281,0.122,0.00029,0.133,0.825,113.296,238267
547,6YM4MpYgz6BhIeqQkxp3u4,0.538,0.417,0,-11.572,1,0.0293,0.241,0.305,0.0636,0.318,131.192,363640
548,6YM4MpYgz6BhIeqQkxp3u4,0.479,0.737,9,-6.947,0,0.028,0.00445,0.0152,0.284,0.631,126.658,234133
549,6YM4MpYgz6BhIeqQkxp3u4,0.467,0.65,7,-8.649,1,0.0272,0.0559,0.0906,0.0869,0.498,95.537,251240
550,6YM4MpYgz6BhIeqQkxp3u4,0.613,0.571,2,-10.552,1,0.0267,0.169,0.0015,0.0938,0.481,108.277,260960
551,6YM4MpYgz6BhIeqQkxp3u4,0.516,0.454,11,-9.607,0,0.0255,0.548,0.0109,0.0794,0.576,109.043,368653
552,6YM4MpYgz6BhIeqQkxp3u4,0.6,0.817,0,-7.985,1,0.0356,0.00174,0.00294,0.0758,0.867,83.015,286347
553,6YM4MpYgz6BhIeqQkxp3u4,0.565,0.563,0,-7.645,1,0.0307,0.0021,0.0145,0.141,0.743,122.615,198337
554,78bpIziExqiI9qztvNFlQu,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394
555,78bpIziExqiI9qztvNFlQu,0.288,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094,201726
556,78bpIziExqiI9qztvNFlQu,0.415,0.668,0,-6.849,1,0.036,0.212,0.0615,0.27,0.842,180.048,206052
557,78bpIziExqiI9qztvNFlQu,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,207357
558,78bpIziExqiI9qztvNFlQu,0.499,0.81,5,-5.579,1,0.0347,0.000637,0.0748,0.0625,0.288,131.052,185406
559,78bpIziExqiI9qztvNFlQu,0.505,0.698,0,-5.563,1,0.0297,0.33,0.0887,0.0966,0.599,115.013,243132
560,78bpIziExqiI9qztvNFlQu,0.532,0.462,10,-10.71,1,0.03,0.279,0.196,0.101,0.485,80.001,215012
561,78bpIziExqiI9qztvNFlQu,0.538,0.953,9,-5.611,0,0.056,0.0234,0.00126,0.113,0.74,100.033,181049
562,78bpIziExqiI9qztvNFlQu,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124
563,78bpIziExqiI9qztvNFlQu,0.728,0.638,5,-6.455,0,0.0336,0.249,0.0,0.116,0.872,130.014,193030
564,78bpIziExqiI9qztvNFlQu,0.665,0.542,11,-8.323,0,0.033,0.123,0.00291,0.342,0.587,97.975,257563
565,78bpIziExqiI9qztvNFlQu,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,183956
566,6rePArBMb5nLWEaY9aQqL4,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573
567,6rePArBMb5nLWEaY9aQqL4,0.623,0.793,11,-6.63,0,0.0462,0.000397,0.0015,0.375,0.36,98.998,274213
568,6rePArBMb5nLWEaY9aQqL4,0.694,0.801,9,-4.503,0,0.0441,0.00124,0.0,0.479,0.646,119.969,249280
569,6rePArBMb5nLWEaY9aQqL4,0.298,0.702,0,-4.181,1,0.0398,0.441,0.0,0.35,0.429,143.828,270813
570,6rePArBMb5nLWEaY9aQqL4,0.639,0.751,0,-6.357,0,0.0324,2.96e-05,4.9e-05,0.163,0.13,120.992,288960
571,6rePArBMb5nLWEaY9aQqL4,0.824,0.836,3,-5.903,1,0.0404,0.00521,0.000817,0.112,0.716,122.014,220640
572,6rePArBMb5nLWEaY9aQqL4,0.557,0.772,0,-5.068,1,0.0304,0.000318,0.00234,0.176,0.324,99.967,234867
573,6rePArBMb5nLWEaY9aQqL4,0.708,0.826,11,-5.164,1,0.0476,0.0327,0.0,0.0868,0.519,96.019,220707
574,6rePArBMb5nLWEaY9aQqL4,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933
575,6rePArBMb5nLWEaY9aQqL4,0.894,0.678,6,-5.611,0,0.0523,0.00569,2.43e-06,0.317,0.844,105.024,216333
576,6rePArBMb5nLWEaY9aQqL4,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906,208307
577,6rePArBMb5nLWEaY9aQqL4,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200
578,6rePArBMb5nLWEaY9aQqL4,0.68,0.876,1,-3.646,0,0.0577,0.246,0.000187,0.0788,0.816,187.785,175360
579,6rePArBMb5nLWEaY9aQqL4,0.782,0.906,2,-5.229,1,0.152,0.017,0.0503,0.293,0.697,120.064,172413
580,6rePArBMb5nLWEaY9aQqL4,0.816,0.694,5,-3.325,1,0.0504,0.0296,1.48e-05,0.035,0.966,127.021,222107
581,6rePArBMb5nLWEaY9aQqL4,0.775,0.756,1,-3.231,1,0.0476,0.0132,0.000302,0.0775,0.831,119.004,170293
582,6rePArBMb5nLWEaY9aQqL4,0.876,0.631,8,-5.939,0,0.143,0.0208,0.0,0.062,0.509,102.992,217120
583,6rePArBMb5nLWEaY9aQqL4,0.725,0.662,9,-5.068,1,0.0404,0.0144,0.0,0.0996,0.814,122.989,200813
584,6rePArBMb5nLWEaY9aQqL4,0.752,0.84,1,-5.047,1,0.0786,0.0502,1.07e-06,0.227,0.574,98.969,263360
585,6rePArBMb5nLWEaY9aQqL4,0.747,0.508,10,-4.764,1,0.0314,0.126,6.75e-06,0.0842,0.595,125.072,243000
586,6rePArBMb5nLWEaY9aQqL4,0.719,0.896,10,-4.104,1,0.0413,0.121,2.47e-05,0.138,0.8,120.008,202493
587,6rePArBMb5nLWEaY9aQqL4,0.734,0.77,1,-4.775,0,0.0324,0.00307,0.0,0.0824,0.686,104.999,253947
588,6rePArBMb5nLWEaY9aQqL4,0.752,0.946,0,-3.398,1,0.0802,0.0388,0.000121,0.312,0.907,127.983,221480
589,4rJgzzfFHAVFhCSt2P4I3j,0.717,0.79,11,-4.213,1,0.2,0.33,0.000125,0.518,0.371,125.985,168784
590,4rJgzzfFHAVFhCSt2P4I3j,0.791,0.582,11,-7.323,0,0.286,0.0114,0.0,0.35,0.443,162.991,181812
591,4rJgzzfFHAVFhCSt2P4I3j,0.827,0.57,0,-8.22,1,0.365,0.0457,0.0,0.148,0.412,148.119,183552
592,4rJgzzfFHAVFhCSt2P4I3j,0.785,0.62,8,-6.667,1,0.254,0.0138,0.0,0.15,0.478,78.477,235535
593,4rJgzzfFHAVFhCSt2P4I3j,0.684,0.53,8,-5.298,0,0.286,0.00353,0.0,0.573,0.55,157.017,150410
594,4rJgzzfFHAVFhCSt2P4I3j,0.899,0.496,7,-4.691,1,0.33,0.136,0.0,0.139,0.145,127.046,227044
595,4rJgzzfFHAVFhCSt2P4I3j,0.773,0.605,0,-4.223,0,0.0579,0.174,0.0,0.329,0.425,128.16,126043
596,4rJgzzfFHAVFhCSt2P4I3j,0.841,0.47,0,-6.737,1,0.374,0.303,0.0,0.232,0.435,133.019,168713
597,4rJgzzfFHAVFhCSt2P4I3j,0.885,0.607,1,-7.642,0,0.385,0.00973,0.0,0.325,0.391,137.887,199191
598,4rJgzzfFHAVFhCSt2P4I3j,0.746,0.744,9,-5.56,1,0.254,0.067,0.0,0.279,0.452,162.964,184964
599,4rJgzzfFHAVFhCSt2P4I3j,0.9,0.488,5,-6.371,0,0.274,0.0315,0.0,0.101,0.676,83.498,173683
600,4rJgzzfFHAVFhCSt2P4I3j,0.777,0.73,5,-6.324,0,0.328,0.065,0.0,0.113,0.738,162.956,165642
601,4rJgzzfFHAVFhCSt2P4I3j,0.75,0.596,0,-5.569,0,0.282,0.478,0.0,0.166,0.27,130.104,240460
602,4rJgzzfFHAVFhCSt2P4I3j,0.715,0.522,1,-4.69,1,0.151,0.235,0.0,0.389,0.233,158.026,271154
603,4rJgzzfFHAVFhCSt2P4I3j,0.783,0.672,11,-7.925,0,0.34,0.0434,0.0,0.141,0.877,151.781,139279
604,7x6wYKbZUU2BL3N8ZWwM3q,0.751,0.442,0,-7.551,1,0.0313,0.0803,0.00141,0.123,0.851,98.071,161043
605,7x6wYKbZUU2BL3N8ZWwM3q,0.456,0.571,11,-8.384,1,0.0598,0.00854,0.0864,0.138,0.14,163.452,147324
606,7x6wYKbZUU2BL3N8ZWwM3q,0.565,0.832,8,-5.751,0,0.108,0.0639,0.0291,0.386,0.847,143.302,173889
607,7x6wYKbZUU2BL3N8ZWwM3q,0.562,0.744,1,-7.501,0,0.039,0.0972,0.463,0.135,0.561,94.468,190557
608,7x6wYKbZUU2BL3N8ZWwM3q,0.514,0.632,2,-6.305,1,0.0501,0.208,0.0132,0.115,0.31,94.569,233818
609,7x6wYKbZUU2BL3N8ZWwM3q,0.458,0.878,7,-5.96,1,0.0484,0.0555,0.0201,0.276,0.769,178.652,176001
610,7x6wYKbZUU2BL3N8ZWwM3q,0.687,0.721,7,-5.757,1,0.0349,0.0275,0.0104,0.36,0.614,136.635,142769
611,7x6wYKbZUU2BL3N8ZWwM3q,0.501,0.765,6,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.769,190846
612,7x6wYKbZUU2BL3N8ZWwM3q,0.632,0.679,8,-10.214,0,0.0619,0.303,0.911,0.263,0.834,144.802,101465
613,7x6wYKbZUU2BL3N8ZWwM3q,0.546,0.707,11,-6.541,1,0.0375,0.0842,0.00311,0.0952,0.54,80.498,149570
614,7x6wYKbZUU2BL3N8ZWwM3q,0.62,0.159,3,-14.343,1,0.0563,0.636,0.000555,0.0673,0.285,96.615,219370
615,0tUJcqDuXHNkaPKLN0lQhT,0.307,0.325,0,-26.889,0,0.504,0.832,0.008,0.356,0.268,63.677,289054
616,0tUJcqDuXHNkaPKLN0lQhT,0.642,0.151,0,-19.243,0,0.189,0.81,0.773,0.742,0.0703,158.064,202763
617,0tUJcqDuXHNkaPKLN0lQhT,0.305,0.477,5,-20.199,0,0.0592,0.903,0.953,0.167,0.338,79.166,48488
618,0tUJcqDuXHNkaPKLN0lQhT,0.741,0.203,4,-16.849,0,0.0469,0.872,0.604,0.266,0.282,110.023,208425
619,0tUJcqDuXHNkaPKLN0lQhT,0.837,0.378,2,-11.063,1,0.0615,0.15,0.874,0.102,0.317,104.995,321791
620,0tUJcqDuXHNkaPKLN0lQhT,0.841,0.116,8,-18.4,1,0.0478,0.343,0.827,0.31,0.323,100.016,232005
621,0tUJcqDuXHNkaPKLN0lQhT,0.741,0.375,7,-13.836,1,0.0486,0.398,0.903,0.0997,0.102,102.028,342163
622,0tUJcqDuXHNkaPKLN0lQhT,0.322,0.412,0,-20.173,0,0.0522,0.661,0.791,0.343,0.14,116.17,152339
623,0tUJcqDuXHNkaPKLN0lQhT,0.28,0.135,4,-17.126,0,0.0322,0.607,0.861,0.303,0.0551,95.054,225602
624,0tUJcqDuXHNkaPKLN0lQhT,0.708,0.521,7,-11.896,0,0.131,0.197,0.352,0.265,0.363,84.955,118517
625,0tUJcqDuXHNkaPKLN0lQhT,0.561,0.0707,6,-20.465,1,0.162,0.0107,0.874,0.104,0.614,105.595,23252
626,0tUJcqDuXHNkaPKLN0lQhT,0.778,0.2,1,-17.923,1,0.0541,0.485,0.85,0.106,0.0676,108.372,201341
627,0tUJcqDuXHNkaPKLN0lQhT,0.37,0.176,8,-24.093,1,0.0384,0.886,0.799,0.075,0.0411,130.778,176778
628,59gXPxZ8CwFaeknPxtxXHZ,0.257,0.794,7,-6.023,1,0.0563,0.549,0.722,0.118,0.35,77.923,279760
629,59gXPxZ8CwFaeknPxtxXHZ,0.55,0.74,1,-8.83,0,0.0274,0.172,0.659,0.0584,0.521,122.278,205213
630,59gXPxZ8CwFaeknPxtxXHZ,0.745,0.789,6,-7.133,1,0.0915,0.281,0.776,0.108,0.745,120.064,174173
631,59gXPxZ8CwFaeknPxtxXHZ,0.418,0.725,7,-7.729,0,0.0359,0.418,0.128,0.0776,0.338,149.993,276640
632,59gXPxZ8CwFaeknPxtxXHZ,0.527,0.778,9,-7.639,0,0.0508,0.504,0.8,0.0997,0.24,126.027,259093
633,59gXPxZ8CwFaeknPxtxXHZ,0.39,0.834,9,-6.367,1,0.0444,0.0554,0.18,0.103,0.684,157.077,275933
634,59gXPxZ8CwFaeknPxtxXHZ,0.648,0.745,1,-8.546,1,0.0356,0.63,0.709,0.0902,0.588,126.008,203733
635,59gXPxZ8CwFaeknPxtxXHZ,0.583,0.441,4,-10.321,1,0.0325,0.869,0.557,0.117,0.349,135.037,333787
636,59gXPxZ8CwFaeknPxtxXHZ,0.554,0.851,11,-7.61,0,0.0369,0.611,0.913,0.24,0.513,116.976,258933
637,59gXPxZ8CwFaeknPxtxXHZ,0.491,0.645,0,-8.955,0,0.0398,0.701,0.819,0.106,0.258,122.97,340187
638,59gXPxZ8CwFaeknPxtxXHZ,0.468,0.513,9,-7.683,1,0.0282,0.702,0.000119,0.174,0.31,117.933,252200
639,0QKFT4xWEigQjzJaAc1PPP,0.455,0.79,1,-4.56,0,0.0339,0.00605,0.832,0.308,0.868,156.125,214655
640,0QKFT4xWEigQjzJaAc1PPP,0.558,0.66,1,-4.633,1,0.0479,0.00449,0.0639,0.31,0.925,77.906,129911
641,0QKFT4xWEigQjzJaAc1PPP,0.397,0.682,5,-3.927,0,0.0301,0.0146,0.0319,0.0812,0.845,82.099,160762
642,0QKFT4xWEigQjzJaAc1PPP,0.548,0.685,4,-4.099,1,0.0314,0.00632,0.00142,0.1,0.956,145.858,233012
643,0QKFT4xWEigQjzJaAc1PPP,0.619,0.605,8,-3.218,1,0.0334,0.023,0.0152,0.123,0.764,100.57,224153
644,0QKFT4xWEigQjzJaAc1PPP,0.518,0.832,9,-3.485,1,0.0985,0.0153,0.00801,0.0431,0.741,161.458,200950
645,0QKFT4xWEigQjzJaAc1PPP,0.584,0.858,11,-3.642,0,0.0348,0.000977,2.84e-06,0.0384,0.878,140.714,247874
646,0QKFT4xWEigQjzJaAc1PPP,0.589,0.851,5,-3.608,1,0.0412,0.36,0.00405,0.638,0.878,141.935,182145
647,0QKFT4xWEigQjzJaAc1PPP,0.427,0.948,1,-4.023,0,0.056,0.000315,0.809,0.051,0.573,149.86,218220
648,0QKFT4xWEigQjzJaAc1PPP,0.467,0.948,3,-3.407,0,0.0496,0.000403,0.859,0.105,0.886,144.568,202263
649,0QKFT4xWEigQjzJaAc1PPP,0.473,0.974,2,-4.415,1,0.0766,0.000277,0.183,0.313,0.869,159.083,213973
650,0QKFT4xWEigQjzJaAc1PPP,0.578,0.873,4,-4.104,1,0.0879,0.00879,0.00295,0.0263,0.939,145.719,183845
651,6QqAHD3NjGCkrS9tPPyHET,0.77,0.433,0,-8.344,0,0.0487,0.0495,0.0,0.119,0.218,131.986,206000
652,6QqAHD3NjGCkrS9tPPyHET,0.525,0.652,6,-5.71,0,0.262,0.0479,0.0,0.0936,0.738,90.641,182453
653,6QqAHD3NjGCkrS9tPPyHET,0.742,0.845,2,-4.49,1,0.0491,0.000613,0.0,0.0668,0.439,131.986,293853
654,6QqAHD3NjGCkrS9tPPyHET,0.73,0.725,11,-5.331,1,0.04,0.147,0.0,0.274,0.429,133.996,190160
655,6QqAHD3NjGCkrS9tPPyHET,0.82,0.465,8,-7.283,1,0.0469,0.00341,0.0,0.149,0.298,132.03,280173
656,6QqAHD3NjGCkrS9tPPyHET,0.602,0.765,4,-7.489,0,0.0665,0.0349,0.0,0.124,0.764,140.07,187707
657,6QqAHD3NjGCkrS9tPPyHET,0.72,0.817,11,-7.081,0,0.27,0.0433,0.0,0.483,0.557,129.891,227120
658,6QqAHD3NjGCkrS9tPPyHET,0.797,0.622,9,-6.496,1,0.0425,0.00366,0.0,0.295,0.213,133.987,185520
659,6QqAHD3NjGCkrS9tPPyHET,0.565,0.664,0,-7.067,1,0.068,0.195,0.0,0.376,0.152,134.006,218480
660,6QqAHD3NjGCkrS9tPPyHET,0.747,0.619,3,-6.622,0,0.198,0.00833,0.0,0.143,0.394,137.95,244080
661,6QqAHD3NjGCkrS9tPPyHET,0.692,0.678,2,-5.087,1,0.0425,0.0418,0.0,0.33,0.267,122.178,208707
662,6QqAHD3NjGCkrS9tPPyHET,0.637,0.57,9,-9.45,0,0.377,0.0223,0.0,0.247,0.639,133.018,248840
663,2f8Rfpdol5jrJe3OL4YH6k,0.363,0.591,5,-8.226,1,0.0348,0.428,0.00081,0.212,0.139,162.31,189280
664,2f8Rfpdol5jrJe3OL4YH6k,0.565,0.466,0,-9.076,1,0.0487,0.153,7.28e-05,0.0727,0.605,205.657,141280
665,2f8Rfpdol5jrJe3OL4YH6k,0.596,0.568,5,-8.688,1,0.0296,0.00317,6.24e-05,0.111,0.453,80.371,214693
666,2f8Rfpdol5jrJe3OL4YH6k,0.591,0.782,2,-8.895,0,0.0429,0.61,0.0,0.172,0.733,158.018,225840
667,2f8Rfpdol5jrJe3OL4YH6k,0.232,0.405,4,-10.045,0,0.0303,0.144,0.091,0.109,0.157,77.114,339880
668,2f8Rfpdol5jrJe3OL4YH6k,0.424,0.547,9,-10.995,0,0.0296,0.667,0.0017,0.101,0.342,97.128,247667
669,2f8Rfpdol5jrJe3OL4YH6k,0.487,0.285,7,-10.698,1,0.0267,0.515,0.000886,0.219,0.24,82.593,191080
670,2f8Rfpdol5jrJe3OL4YH6k,0.721,0.283,1,-10.842,0,0.0286,0.267,0.112,0.119,0.441,110.212,179547
671,2f8Rfpdol5jrJe3OL4YH6k,0.646,0.63,8,-9.547,1,0.0554,0.489,0.000643,0.104,0.36,151.324,149667
672,2f8Rfpdol5jrJe3OL4YH6k,0.718,0.413,5,-17.334,1,0.0292,0.723,0.39,0.107,0.797,130.615,162360
673,2f8Rfpdol5jrJe3OL4YH6k,0.505,0.444,8,-10.851,1,0.0241,0.134,1.31e-05,0.36,0.744,146.34,153613
674,2f8Rfpdol5jrJe3OL4YH6k,0.431,0.403,4,-9.93,0,0.0277,0.0745,0.00013,0.111,0.435,114.377,164920
675,2f8Rfpdol5jrJe3OL4YH6k,0.464,0.579,7,-10.963,1,0.0604,0.361,0.208,0.119,0.413,84.799,219920
676,53VKICyqCf91sVkTdFrzKX,0.222,0.342,1,-10.184,1,0.0309,0.643,0.000738,0.124,0.099,139.869,261947
677,53VKICyqCf91sVkTdFrzKX,0.463,0.462,1,-7.94,0,0.0272,0.367,0.0012,0.356,0.189,131.273,280187
678,53VKICyqCf91sVkTdFrzKX,0.478,0.569,2,-7.252,1,0.0308,0.274,5.04e-05,0.0938,0.418,112.963,307013
679,53VKICyqCf91sVkTdFrzKX,0.309,0.393,4,-8.608,1,0.0273,0.629,2.21e-05,0.346,0.194,136.896,285560
680,53VKICyqCf91sVkTdFrzKX,0.161,0.288,9,-19.125,0,0.0338,0.872,0.996,0.0792,0.0342,82.931,96212
681,53VKICyqCf91sVkTdFrzKX,0.0903,0.362,7,-8.929,0,0.0337,0.646,0.402,0.106,0.0964,74.729,353732
682,53VKICyqCf91sVkTdFrzKX,0.374,0.288,0,-11.061,1,0.031,0.497,0.00389,0.0807,0.144,109.14,305815
683,53VKICyqCf91sVkTdFrzKX,0.379,0.424,7,-9.958,1,0.027,0.551,0.00749,0.212,0.244,141.329,369265
684,53VKICyqCf91sVkTdFrzKX,0.201,0.161,8,-14.617,1,0.0328,0.931,3.3e-05,0.105,0.0706,76.543,221880
685,53VKICyqCf91sVkTdFrzKX,0.112,0.114,1,-19.337,1,0.0491,0.792,0.958,0.0888,0.0727,81.665,65867
686,7JpOsq1F2A9aPr2fdacsOk,0.0934,0.177,8,-16.061,0,0.0391,0.0026,0.878,0.116,0.0399,161.174,748080
687,7JpOsq1F2A9aPr2fdacsOk,0.233,0.809,9,-11.008,0,0.0467,0.691,0.889,0.136,0.159,94.036,717880
688,7JpOsq1F2A9aPr2fdacsOk,0.0907,0.486,2,-18.415,1,0.0537,0.916,0.877,0.294,0.0841,87.486,729147
689,7JpOsq1F2A9aPr2fdacsOk,0.0733,0.265,8,-14.338,0,0.0381,0.175,0.916,0.0665,0.078,80.968,628893
690,4UFckNXSEM0QLxYh0fmIY9,0.676,0.71,1,-6.071,0,0.334,0.433,0.0,0.294,0.512,156.064,252338
691,4UFckNXSEM0QLxYh0fmIY9,0.796,0.574,2,-7.338,1,0.06,0.00971,0.0,0.399,0.368,126.047,429430
692,4UFckNXSEM0QLxYh0fmIY9,0.466,0.749,1,-8.987,1,0.279,0.127,0.0,0.71,0.727,161.782,232583
693,4UFckNXSEM0QLxYh0fmIY9,0.485,0.655,8,-9.221,1,0.056,0.235,0.0,0.523,0.0854,134.069,295674
694,4UFckNXSEM0QLxYh0fmIY9,0.643,0.666,1,-8.114,1,0.287,0.231,0.0,0.238,0.371,174.128,233547
695,4UFckNXSEM0QLxYh0fmIY9,0.543,0.714,5,-7.427,0,0.267,0.107,0.0,0.323,0.432,76.202,335547
696,4UFckNXSEM0QLxYh0fmIY9,0.51,0.569,1,-9.143,0,0.397,0.046,0.0,0.252,0.653,85.87,317741
697,4UFckNXSEM0QLxYh0fmIY9,0.74,0.641,9,-9.798,1,0.347,0.00965,0.0,0.106,0.543,75.03,330067
698,4UFckNXSEM0QLxYh0fmIY9,0.86,0.488,2,-7.832,1,0.42,0.0393,0.0,0.209,0.437,125.982,250538
699,4UFckNXSEM0QLxYh0fmIY9,0.398,0.754,0,-8.834,1,0.385,0.227,0.0,0.255,0.753,158.158,178976
700,6QLvKr5uNyu6fwFXroL8oE,0.482,0.743,9,-4.558,1,0.0302,0.176,0.0228,0.0832,0.661,110.803,201253
701,6QLvKr5uNyu6fwFXroL8oE,0.322,0.974,9,-4.218,1,0.0979,0.00454,0.822,0.34,0.629,174.291,183000
702,6QLvKr5uNyu6fwFXroL8oE,0.773,0.499,7,-8.887,1,0.0324,0.637,0.0689,0.146,0.546,95.76,154787
703,6QLvKr5uNyu6fwFXroL8oE,0.664,0.902,0,-4.981,1,0.0312,0.355,0.687,0.442,0.966,115.555,204547
704,6QLvKr5uNyu6fwFXroL8oE,0.727,0.828,11,-5.453,1,0.0343,0.619,0.0503,0.32,0.773,97.044,62200
705,6QLvKr5uNyu6fwFXroL8oE,0.337,0.917,1,-4.784,1,0.0656,0.48,0.728,0.463,0.853,168.007,157947
706,6QLvKr5uNyu6fwFXroL8oE,0.399,0.642,2,-4.939,1,0.0297,0.00844,0.803,0.0687,0.115,88.679,393120
707,6QLvKr5uNyu6fwFXroL8oE,0.316,0.989,6,-2.142,1,0.0923,0.0167,0.00864,0.62,0.367,173.712,232373
708,6QLvKr5uNyu6fwFXroL8oE,0.541,0.813,7,-10.152,1,0.0388,0.508,0.826,0.178,0.975,154.644,62227
709,6QLvKr5uNyu6fwFXroL8oE,0.645,0.616,3,-6.571,1,0.0275,0.28,0.235,0.118,0.953,84.452,432027
710,6QLvKr5uNyu6fwFXroL8oE,0.816,0.479,4,-6.85,0,0.546,0.789,2.53e-06,0.353,0.507,117.142,269360
711,6QLvKr5uNyu6fwFXroL8oE,0.588,0.47,4,-8.185,1,0.0293,0.878,0.0363,0.131,0.21,78.266,239760
712,6QLvKr5uNyu6fwFXroL8oE,0.282,0.432,5,-11.312,1,0.0304,0.627,0.604,0.0963,0.117,70.726,180520
713,6QLvKr5uNyu6fwFXroL8oE,0.31,0.968,2,-4.163,1,0.0609,0.12,0.452,0.393,0.672,179.227,184853
714,0c0XkZh9vWXg473nchoArI,0.367,0.801,9,-9.567,1,0.0299,0.344,0.805,0.105,0.164,146.834,285840
715,0c0XkZh9vWXg473nchoArI,0.191,0.389,5,-15.213,0,0.0317,0.892,0.914,0.126,0.144,85.612,299227
716,0c0XkZh9vWXg473nchoArI,0.384,0.461,3,-8.471,0,0.0278,0.525,0.906,0.166,0.136,66.442,183253
717,0c0XkZh9vWXg473nchoArI,0.204,0.475,1,-9.554,1,0.0395,0.229,0.882,0.0816,0.0517,124.322,279613
718,0c0XkZh9vWXg473nchoArI,0.184,0.939,0,-6.928,1,0.0817,0.0115,0.908,0.188,0.202,127.428,728280
719,0c0XkZh9vWXg473nchoArI,0.184,0.568,4,-11.556,1,0.0412,0.832,0.956,0.108,0.128,80.273,252000
720,0c0XkZh9vWXg473nchoArI,0.116,0.827,9,-5.28,0,0.0513,0.0481,0.854,0.191,0.225,95.005,449533
721,0c0XkZh9vWXg473nchoArI,0.141,0.455,2,-7.729,1,0.0375,0.581,0.882,0.164,0.0395,80.538,289093
722,0c0XkZh9vWXg473nchoArI,0.0955,0.647,4,-8.277,1,0.0426,0.0162,0.133,0.211,0.0593,177.326,267320
723,0c0XkZh9vWXg473nchoArI,0.418,0.651,1,-13.62,0,0.0412,0.914,0.938,0.0614,0.424,116.83,215413
724,0c0XkZh9vWXg473nchoArI,0.505,0.471,10,-6.543,0,0.0339,0.652,0.879,0.0799,0.0951,125.805,220080
725,0c0XkZh9vWXg473nchoArI,0.258,0.306,9,-15.554,1,0.0441,0.736,0.938,0.0838,0.277,120.098,244187
726,0GaYG9L1sXHQZZ7BTk0hGY,0.548,0.412,2,-7.398,1,0.0736,0.852,0.611,0.0854,0.151,114.928,183293
727,0GaYG9L1sXHQZZ7BTk0hGY,0.606,0.915,10,-3.292,0,0.166,0.259,0.107,0.105,0.551,100.433,232547
728,0GaYG9L1sXHQZZ7BTk0hGY,0.381,0.599,8,-6.051,1,0.0417,0.68,0.0187,0.136,0.396,76.579,257920
729,0GaYG9L1sXHQZZ7BTk0hGY,0.382,0.777,11,-4.343,0,0.0538,0.115,0.3,0.0984,0.534,154.41,201613
730,0GaYG9L1sXHQZZ7BTk0hGY,0.392,0.57,11,-5.249,0,0.0466,0.204,0.299,0.385,0.191,105.468,243467
731,0GaYG9L1sXHQZZ7BTk0hGY,0.628,0.329,7,-11.424,1,0.036,0.834,0.00335,0.11,0.305,130.808,268853
732,0GaYG9L1sXHQZZ7BTk0hGY,0.699,0.712,11,-7.039,0,0.0388,0.927,0.154,0.135,0.709,86.596,195707
733,0GaYG9L1sXHQZZ7BTk0hGY,0.211,0.915,6,-2.051,0,0.136,0.000533,0.407,0.069,0.625,160.146,229747
734,0GaYG9L1sXHQZZ7BTk0hGY,0.553,0.779,9,-5.39,1,0.0319,0.00544,0.614,0.18,0.709,117.897,179480
