,album_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0,3hXl1HiPIzbR1alZy3Eaf3,0.343,0.981,10,-2.92,0,0.393,0.00749,0.251,0.152,0.365,159.337,237895
1,3hXl1HiPIzbR1alZy3Eaf3,0.493,0.852,2,-2.64,0,0.0731,0.000116,0.0217,0.514,0.395,135.284,183065
2,3hXl1HiPIzbR1alZy3Eaf3,0.258,0.969,7,-1.672,0,0.405,0.00347,4.29e-05,0.628,0.473,175.756,402688
3,3hXl1HiPIzbR1alZy3Eaf3,0.426,0.733,2,-3.739,1,0.172,0.0511,0.00126,0.294,0.268,159.645,282380
4,3hXl1HiPIzbR1alZy3Eaf3,0.485,0.92,6,-4.118,1,0.415,0.147,0.0,0.194,0.448,127.809,188824
5,3hXl1HiPIzbR1alZy3Eaf3,0.547,0.874,10,-4.31,0,0.0416,0.000166,0.142,0.559,0.0717,125.938,232986
6,3hXl1HiPIzbR1alZy3Eaf3,0.528,0.939,5,-3.64,0,0.285,0.0203,4.02e-06,0.638,0.482,130.036,332042
7,3hXl1HiPIzbR1alZy3Eaf3,0.699,0.922,2,-4.284,1,0.164,0.0219,0.000713,0.44,0.546,126.991,274121
8,3hXl1HiPIzbR1alZy3Eaf3,0.466,0.916,6,-4.575,1,0.418,0.00542,0.000358,0.41,0.429,202.992,293796
9,3hXl1HiPIzbR1alZy3Eaf3,0.395,0.942,7,-2.585,1,0.309,0.00751,0.0,0.135,0.78,134.755,191758
10,3hXl1HiPIzbR1alZy3Eaf3,0.368,0.859,0,-2.205,1,0.0632,0.0117,0.0,0.694,0.0748,121.855,219500
11,3hXl1HiPIzbR1alZy3Eaf3,0.664,0.933,4,-3.925,0,0.187,0.00168,0.0,0.613,0.494,105.013,254954
12,3YUCk9Q1vjWsZsTur93sQP,0.236,0.59,7,-7.891,1,0.0326,0.0368,0.352,0.267,0.159,132.273,270587
13,3YUCk9Q1vjWsZsTur93sQP,0.272,0.947,11,-5.262,0,0.0977,0.109,0.0161,0.105,0.33,135.518,228120
14,3YUCk9Q1vjWsZsTur93sQP,0.213,0.489,3,-8.974,1,0.0346,0.135,0.000829,0.11,0.0688,100.968,331293
15,3YUCk9Q1vjWsZsTur93sQP,0.349,0.798,2,-8.156,0,0.0584,0.181,0.505,0.159,0.284,134.604,240040
16,3YUCk9Q1vjWsZsTur93sQP,0.307,0.824,10,-7.361,1,0.097,0.2,0.000195,0.241,0.183,127.79,386840
17,3YUCk9Q1vjWsZsTur93sQP,0.339,0.736,2,-7.097,0,0.0756,0.21,3.59e-05,0.339,0.118,132.732,227293
18,3YUCk9Q1vjWsZsTur93sQP,0.309,0.717,0,-7.0,1,0.0556,0.23,0.496,0.165,0.334,133.05,198067
19,3YUCk9Q1vjWsZsTur93sQP,0.242,0.772,9,-7.023,1,0.0507,0.0478,0.408,0.103,0.324,135.503,334840
20,3YUCk9Q1vjWsZsTur93sQP,0.257,0.625,10,-9.166,1,0.0575,0.378,0.124,0.0947,0.237,135.471,281147
21,3YUCk9Q1vjWsZsTur93sQP,0.135,0.621,10,-7.942,1,0.0486,0.109,0.0186,0.158,0.0352,88.003,334227
22,22oHrB4SLwayyuLE02t5BD,0.679,0.5,5,-14.245,1,0.414,0.563,5.24e-06,0.136,0.521,139.992,67376
23,22oHrB4SLwayyuLE02t5BD,0.624,0.772,10,-7.638,0,0.36,0.467,0.00607,0.112,0.488,176.018,282912
24,22oHrB4SLwayyuLE02t5BD,0.641,0.575,2,-11.02,1,0.319,0.488,0.00183,0.591,0.648,87.768,271251
25,22oHrB4SLwayyuLE02t5BD,0.543,0.747,11,-8.958,0,0.296,0.0128,0.00378,0.54,0.218,176.083,197489
26,22oHrB4SLwayyuLE02t5BD,0.323,0.285,11,-12.554,0,0.0494,0.919,0.483,0.716,0.283,85.222,50983
27,22oHrB4SLwayyuLE02t5BD,0.61,0.615,1,-9.612,1,0.0616,0.435,0.0337,0.212,0.63,95.963,300391
28,22oHrB4SLwayyuLE02t5BD,0.269,0.7,2,-9.207,1,0.139,0.0204,0.000552,0.21,0.0381,195.456,196629
29,22oHrB4SLwayyuLE02t5BD,0.455,0.411,2,-10.133,1,0.0509,0.0214,0.51,0.291,0.32,175.935,127330
30,22oHrB4SLwayyuLE02t5BD,0.41,0.944,10,-7.385,0,0.573,0.0196,8.44e-05,0.569,0.177,170.511,233635
31,22oHrB4SLwayyuLE02t5BD,0.469,0.701,11,-8.946,1,0.243,0.188,0.000696,0.416,0.643,166.354,194001
32,22oHrB4SLwayyuLE02t5BD,0.402,0.689,1,-7.813,1,0.372,0.072,0.000172,0.181,0.284,86.803,243445
33,22oHrB4SLwayyuLE02t5BD,0.486,0.556,10,-8.341,0,0.0822,0.0214,0.0,0.676,0.434,87.999,285286
34,22oHrB4SLwayyuLE02t5BD,0.481,0.536,1,-12.332,1,0.0707,0.475,0.00202,0.192,0.122,92.806,132368
35,22oHrB4SLwayyuLE02t5BD,0.705,0.688,1,-8.599,1,0.208,0.045,2.45e-05,0.168,0.39,87.978,329088
36,22oHrB4SLwayyuLE02t5BD,0.404,0.655,7,-10.749,1,0.098,0.00579,0.0122,0.0968,0.0843,76.201,416345
37,3SHUtCuskxWnDgBHhupzaF,0.723,0.368,1,-8.532,0,0.0359,0.648,0.464,0.121,0.538,126.975,264406
38,3SHUtCuskxWnDgBHhupzaF,0.405,0.481,9,-8.246,0,0.0325,0.634,0.93,0.0654,0.458,132.059,411427
39,3SHUtCuskxWnDgBHhupzaF,0.533,0.654,2,-9.536,1,0.0425,0.0286,0.699,0.131,0.0364,146.976,213374
40,3SHUtCuskxWnDgBHhupzaF,0.625,0.862,11,-4.665,0,0.0396,0.109,0.4,0.388,0.225,144.006,316344
41,3SHUtCuskxWnDgBHhupzaF,0.465,0.964,7,-7.0,1,0.0602,0.193,0.862,0.351,0.302,130.02,203323
42,0PtGwwqM6zFvawkY3JHtfq,0.0757,0.965,1,-5.702,1,0.175,0.000613,0.902,0.339,0.0384,188.245,346627
43,0PtGwwqM6zFvawkY3JHtfq,0.19,0.937,1,-5.659,1,0.101,5.68e-05,0.769,0.27,0.0746,91.446,256253
44,0PtGwwqM6zFvawkY3JHtfq,0.135,0.834,10,-7.258,0,0.117,9.89e-05,0.856,0.285,0.0371,142.847,357173
45,0PtGwwqM6zFvawkY3JHtfq,0.0747,0.693,8,-7.159,1,0.121,0.0103,0.663,0.127,0.0385,173.446,346560
46,0PtGwwqM6zFvawkY3JHtfq,0.202,0.95,8,-6.285,0,0.197,4.86e-05,0.828,0.115,0.0568,106.206,261013
47,0PtGwwqM6zFvawkY3JHtfq,0.184,0.984,4,-5.941,0,0.212,0.000119,0.754,0.745,0.036,124.616,160053
48,0PtGwwqM6zFvawkY3JHtfq,0.0785,0.571,7,-7.243,1,0.0914,4.06e-05,0.819,0.104,0.127,75.069,316707
49,1bok6Flvzcw9vTTykASLJj,0.272,0.892,7,-3.435,0,0.146,0.0146,0.000107,0.0774,0.487,199.913,117187
50,1bok6Flvzcw9vTTykASLJj,0.351,0.969,9,-1.981,1,0.142,0.341,0.176,0.307,0.123,85.7,85427
51,1bok6Flvzcw9vTTykASLJj,0.396,0.93,0,-2.952,1,0.0896,0.0526,3.26e-05,0.363,0.2,125.416,133680
52,1bok6Flvzcw9vTTykASLJj,0.213,0.983,2,-2.047,1,0.2,0.0818,6.68e-05,0.299,0.561,193.57,87493
53,1bok6Flvzcw9vTTykASLJj,0.178,0.966,4,-3.904,1,0.113,0.000357,0.0342,0.268,0.18,108.466,120840
54,1bok6Flvzcw9vTTykASLJj,0.0,0.311,9,-11.448,1,0.0,0.899,0.0,0.632,0.0,0.0,12347
55,1bok6Flvzcw9vTTykASLJj,0.255,0.959,9,-3.008,1,0.132,0.1,0.0175,0.117,0.0774,122.916,204893
56,1bok6Flvzcw9vTTykASLJj,0.219,0.927,2,-3.261,1,0.0725,0.00131,0.0195,0.0883,0.7,144.219,79427
57,1bok6Flvzcw9vTTykASLJj,0.243,0.92,1,-3.129,1,0.153,0.0293,0.00782,0.328,0.253,118.442,86093
58,1bok6Flvzcw9vTTykASLJj,0.31,0.786,11,-3.595,0,0.135,0.00421,0.000106,0.11,0.183,135.731,62573
59,1bok6Flvzcw9vTTykASLJj,0.256,0.832,1,-3.932,1,0.0694,0.109,0.066,0.0797,0.538,194.769,245987
60,1bok6Flvzcw9vTTykASLJj,0.264,0.863,11,-2.883,1,0.123,0.108,0.000132,0.0864,0.417,202.445,163546
61,5U09FQWagzAU5HPmufUAlU,0.154,0.848,0,-5.093,1,0.0507,0.142,0.00102,0.395,0.241,175.848,429587
62,5U09FQWagzAU5HPmufUAlU,0.194,0.845,0,-5.744,1,0.0401,0.000488,0.183,0.675,0.33,87.566,115227
63,5U09FQWagzAU5HPmufUAlU,0.195,0.925,7,-4.997,1,0.0711,0.776,0.128,0.324,0.187,166.398,316453
64,5U09FQWagzAU5HPmufUAlU,0.432,0.91,7,-4.3,1,0.0709,0.15,0.000136,0.228,0.146,122.978,306933
65,5U09FQWagzAU5HPmufUAlU,0.158,0.802,4,-5.384,1,0.0555,0.246,0.0751,0.208,0.17,163.175,533893
66,5U09FQWagzAU5HPmufUAlU,0.249,0.735,0,-6.199,1,0.0514,0.172,0.00026,0.507,0.169,118.279,518907
67,5U09FQWagzAU5HPmufUAlU,0.241,0.851,7,-4.204,1,0.0648,0.223,2.48e-05,0.366,0.568,139.974,301893
68,5U09FQWagzAU5HPmufUAlU,0.262,0.414,2,-8.511,1,0.0322,0.378,0.00643,0.358,0.201,134.088,420547
69,5U09FQWagzAU5HPmufUAlU,0.249,0.805,7,-6.463,1,0.0877,0.537,9.03e-06,0.217,0.219,169.773,144307
70,5U09FQWagzAU5HPmufUAlU,0.206,0.847,7,-5.065,1,0.0537,0.0453,0.000258,0.311,0.147,169.055,841947
71,033j4a038P7Uodv9Y2eHZb,0.404,0.634,2,-9.131,1,0.0287,0.0171,0.0192,0.175,0.26,169.924,130260
72,033j4a038P7Uodv9Y2eHZb,0.542,0.717,7,-9.102,1,0.0477,0.00329,0.000115,0.111,0.557,143.965,195502
73,033j4a038P7Uodv9Y2eHZb,0.44,0.667,8,-8.677,1,0.0344,0.0596,4.5e-06,0.108,0.183,109.968,224335
74,033j4a038P7Uodv9Y2eHZb,0.505,0.807,10,-7.733,1,0.033,0.00225,0.00301,0.465,0.706,110.021,172783
75,033j4a038P7Uodv9Y2eHZb,0.285,0.675,2,-8.31,1,0.0376,0.0168,3.26e-05,0.562,0.362,183.575,179312
76,033j4a038P7Uodv9Y2eHZb,0.527,0.912,1,-7.06,1,0.0405,0.00216,0.00409,0.734,0.79,123.958,231975
77,033j4a038P7Uodv9Y2eHZb,0.31,0.326,1,-11.123,1,0.029,0.0674,0.0,0.112,0.0532,117.569,237856
78,033j4a038P7Uodv9Y2eHZb,0.301,0.61,1,-8.58,1,0.0285,0.00155,0.08,0.38,0.22,104.921,182899
79,033j4a038P7Uodv9Y2eHZb,0.481,0.129,5,-22.693,1,0.0745,0.932,0.471,0.249,0.0842,131.528,35044
80,033j4a038P7Uodv9Y2eHZb,0.483,0.58,5,-8.868,0,0.0284,0.00316,0.463,0.106,0.127,145.025,291953
81,033j4a038P7Uodv9Y2eHZb,0.459,0.722,3,-7.784,1,0.0318,0.133,0.0,0.0867,0.278,139.93,239353
82,2RPUtz0BH6L3SMoQ6slT3G,0.774,0.632,9,-7.506,0,0.0385,0.276,0.708,0.159,0.319,124.044,176407
83,2RPUtz0BH6L3SMoQ6slT3G,0.752,0.628,8,-5.666,1,0.0698,0.00424,0.00185,0.126,0.257,136.892,257239
84,2RPUtz0BH6L3SMoQ6slT3G,0.574,0.533,1,-7.816,1,0.0334,0.00169,0.000966,0.0994,0.165,129.995,278231
85,2RPUtz0BH6L3SMoQ6slT3G,0.647,0.384,4,-9.386,0,0.0389,0.727,0.0101,0.1,0.165,128.995,180784
86,2RPUtz0BH6L3SMoQ6slT3G,0.6,0.453,2,-8.107,0,0.033,0.0735,0.0482,0.381,0.0696,127.041,103262
87,2RPUtz0BH6L3SMoQ6slT3G,0.743,0.784,9,-6.727,1,0.0655,0.116,0.115,0.0721,0.58,134.996,302341
88,2RPUtz0BH6L3SMoQ6slT3G,0.786,0.695,6,-7.158,0,0.0627,0.00014,0.00345,0.106,0.303,134.971,233259
89,2RPUtz0BH6L3SMoQ6slT3G,0.745,0.495,8,-6.649,0,0.0489,0.00404,8.98e-06,0.121,0.851,139.985,250467
90,2RPUtz0BH6L3SMoQ6slT3G,0.672,0.499,9,-8.438,1,0.0466,0.29,5.39e-05,0.179,0.351,80.22,252364
91,2RPUtz0BH6L3SMoQ6slT3G,0.604,0.521,2,-8.212,0,0.0317,0.0583,0.0374,0.0768,0.123,127.028,106970
92,2RPUtz0BH6L3SMoQ6slT3G,0.762,0.307,5,-9.978,1,0.0999,0.185,2.89e-06,0.101,0.209,140.108,247109
93,2RPUtz0BH6L3SMoQ6slT3G,0.29,0.317,7,-13.62,1,0.065,0.585,0.123,0.404,0.0372,86.703,219886
94,2RPUtz0BH6L3SMoQ6slT3G,0.343,0.128,4,-13.491,1,0.058,0.708,0.549,0.0815,0.116,139.52,359867
95,1sFrZZRJfBb3QHfcIgaRUP,0.334,0.0671,9,-25.672,0,0.0402,0.955,0.647,0.0977,0.103,110.657,586693
96,1sFrZZRJfBb3QHfcIgaRUP,0.284,0.0677,2,-21.294,0,0.0329,0.92,0.512,0.128,0.0705,107.337,668120
97,1sFrZZRJfBb3QHfcIgaRUP,0.467,0.165,3,-18.988,0,0.0337,0.84,0.233,0.111,0.087,132.389,812133
98,1sFrZZRJfBb3QHfcIgaRUP,0.774,0.288,0,-17.092,1,0.0505,0.191,0.379,0.351,0.51,128.629,436560
99,1sFrZZRJfBb3QHfcIgaRUP,0.635,0.142,9,-17.352,0,0.0376,0.959,0.119,0.0508,0.103,106.233,485053
100,1sFrZZRJfBb3QHfcIgaRUP,0.538,0.615,4,-19.382,1,0.0481,0.312,0.757,0.428,0.798,197.67,510880
101,1sFrZZRJfBb3QHfcIgaRUP,0.23,0.0525,7,-20.299,1,0.0464,0.992,0.147,0.115,0.0635,170.126,408640
102,57o6rhS5v8qPeRPzrNRWF9,0.141,0.116,10,-28.718,0,0.041,0.848,0.872,0.107,0.125,102.494,437907
103,57o6rhS5v8qPeRPzrNRWF9,0.17,0.373,10,-19.584,0,0.0373,0.59,0.923,0.103,0.284,151.375,492880
104,57o6rhS5v8qPeRPzrNRWF9,0.303,0.144,3,-26.44,0,0.294,0.989,0.929,0.111,0.0598,67.299,367013
105,57o6rhS5v8qPeRPzrNRWF9,0.239,0.521,9,-16.587,0,0.15,0.691,0.861,0.0846,0.51,80.883,338640
106,57o6rhS5v8qPeRPzrNRWF9,0.825,0.381,1,-22.349,1,0.248,0.921,0.927,0.108,0.702,116.532,356587
107,57o6rhS5v8qPeRPzrNRWF9,0.62,0.392,8,-10.211,1,0.0448,0.946,0.882,0.197,0.702,151.284,220800
108,57o6rhS5v8qPeRPzrNRWF9,0.441,0.244,6,-17.925,1,0.0343,0.978,0.944,0.105,0.727,121.329,160707
109,57o6rhS5v8qPeRPzrNRWF9,0.26,0.284,8,-19.656,1,0.0367,0.821,0.841,0.11,0.425,61.829,415933
110,57o6rhS5v8qPeRPzrNRWF9,0.775,0.246,0,-17.66,1,0.0569,0.944,0.927,0.0692,0.412,97.028,367427
111,563h536tB6n8Dn62jr4RZG,0.42,0.498,7,-9.091,1,0.0298,0.346,0.0647,0.112,0.107,92.97,273480
112,563h536tB6n8Dn62jr4RZG,0.447,0.823,11,-7.174,0,0.0349,0.00208,0.0272,0.0627,0.909,173.0,233267
113,563h536tB6n8Dn62jr4RZG,0.444,0.825,6,-4.605,1,0.0405,0.297,3.14e-06,0.112,0.439,98.52,181480
114,563h536tB6n8Dn62jr4RZG,0.524,0.82,0,-6.712,1,0.0338,0.0653,7.28e-06,0.118,0.708,105.821,199813
115,563h536tB6n8Dn62jr4RZG,0.622,0.701,0,-6.212,1,0.118,0.325,0.0,0.123,0.777,161.094,170747
116,563h536tB6n8Dn62jr4RZG,0.595,0.695,5,-6.056,0,0.0477,0.541,2.05e-06,0.199,0.354,122.862,246360
117,563h536tB6n8Dn62jr4RZG,0.59,0.545,8,-8.881,1,0.0235,0.284,0.00455,0.107,0.244,104.488,233853
118,563h536tB6n8Dn62jr4RZG,0.568,0.562,9,-7.775,1,0.0418,0.101,6.16e-05,0.363,0.247,133.647,240280
119,563h536tB6n8Dn62jr4RZG,0.539,0.56,0,-10.253,1,0.0312,0.471,0.0309,0.111,0.153,101.904,294573
120,563h536tB6n8Dn62jr4RZG,0.503,0.179,10,-13.064,1,0.0323,0.869,2.21e-05,0.11,0.321,77.756,213587
121,563h536tB6n8Dn62jr4RZG,0.524,0.9,5,-6.021,1,0.0624,0.0604,0.000121,0.094,0.476,126.847,248627
122,563h536tB6n8Dn62jr4RZG,0.361,0.658,9,-9.365,1,0.04,0.209,0.00456,0.0887,0.169,82.979,230253
123,563h536tB6n8Dn62jr4RZG,0.425,0.372,0,-10.92,1,0.03,0.861,0.0148,0.0733,0.292,79.456,259280
124,563h536tB6n8Dn62jr4RZG,0.507,0.774,9,-5.372,1,0.0491,0.438,0.0,0.133,0.412,147.871,198653
125,563h536tB6n8Dn62jr4RZG,0.511,0.563,8,-8.881,0,0.0267,0.241,9.71e-05,0.188,0.459,135.336,227667
126,563h536tB6n8Dn62jr4RZG,0.515,0.726,7,-7.645,1,0.0397,0.294,2.3e-05,0.141,0.541,177.042,226947
127,563h536tB6n8Dn62jr4RZG,0.509,0.271,1,-10.59,1,0.026,0.504,0.000937,0.111,0.193,95.88,279947
128,563h536tB6n8Dn62jr4RZG,0.378,0.551,2,-7.77,1,0.0317,0.0518,0.000338,0.0973,0.445,200.23,241120
129,563h536tB6n8Dn62jr4RZG,0.442,0.406,4,-8.14,1,0.0251,0.189,1.87e-05,0.28,0.308,81.488,227893
130,563h536tB6n8Dn62jr4RZG,0.622,0.673,6,-6.372,1,0.0361,0.45,2.35e-05,0.13,0.337,116.567,239733
131,563h536tB6n8Dn62jr4RZG,0.477,0.877,9,-6.117,1,0.0665,0.0474,2.78e-05,0.109,0.646,154.238,280893
132,563h536tB6n8Dn62jr4RZG,0.41,0.649,2,-5.611,0,0.0527,0.224,0.0,0.106,0.324,126.151,189653
133,563h536tB6n8Dn62jr4RZG,0.316,0.305,9,-13.119,1,0.0352,0.709,0.0085,0.121,0.157,131.717,296227
134,563h536tB6n8Dn62jr4RZG,0.408,0.731,0,-7.171,1,0.0359,0.113,0.0034,0.138,0.326,153.813,220560
135,07bIdDDe3I3hhWpxU6tuBp,0.46,0.697,6,-5.954,0,0.325,0.0186,0.0,0.362,0.701,153.426,202120
136,07bIdDDe3I3hhWpxU6tuBp,0.694,0.796,5,-3.696,1,0.198,0.0713,0.0163,0.096,0.592,78.033,166120
137,07bIdDDe3I3hhWpxU6tuBp,0.582,0.778,4,-3.776,0,0.178,0.0347,0.0,0.21,0.205,82.193,195733
138,07bIdDDe3I3hhWpxU6tuBp,0.874,0.485,0,-3.026,1,0.171,0.0487,0.0,0.299,0.322,92.001,206707
139,07bIdDDe3I3hhWpxU6tuBp,0.621,0.678,8,-4.104,1,0.197,0.142,0.0,0.098,0.0883,88.677,176027
140,07bIdDDe3I3hhWpxU6tuBp,0.678,0.636,1,-3.155,1,0.0782,0.0064,8.38e-06,0.177,0.0636,83.071,153267
141,07bIdDDe3I3hhWpxU6tuBp,0.674,0.578,10,-8.768,0,0.298,0.0518,0.0055,0.72,0.163,112.265,170240
142,5H8wFFblf7YvGc7LbBzuR9,0.14,0.964,4,-4.813,1,0.0766,0.000575,7.41e-05,0.366,0.0942,156.565,255110
143,5H8wFFblf7YvGc7LbBzuR9,0.129,0.916,8,-3.442,1,0.0887,0.000943,0.000109,0.251,0.278,146.031,219328
144,5H8wFFblf7YvGc7LbBzuR9,0.141,0.827,9,-4.306,0,0.0452,0.0155,0.0,0.0767,0.488,79.512,271495
145,5H8wFFblf7YvGc7LbBzuR9,0.317,0.919,8,-4.097,1,0.0677,0.00629,1.45e-05,0.248,0.34,106.608,228238
146,5H8wFFblf7YvGc7LbBzuR9,0.254,0.812,9,-5.668,0,0.0491,0.0334,0.000524,0.0876,0.333,62.651,190750
147,5H8wFFblf7YvGc7LbBzuR9,0.192,0.891,9,-3.864,1,0.0539,0.000858,0.00039,0.172,0.651,143.35,345667
148,5H8wFFblf7YvGc7LbBzuR9,0.356,0.894,0,-5.146,1,0.171,0.279,0.0,0.112,0.286,125.041,230250
149,5H8wFFblf7YvGc7LbBzuR9,0.395,0.712,4,-6.427,1,0.0373,3.14e-05,0.419,0.163,0.346,112.462,230252
150,5H8wFFblf7YvGc7LbBzuR9,0.247,0.704,0,-5.446,1,0.0573,0.0424,0.0,0.144,0.358,150.363,245805
151,5H8wFFblf7YvGc7LbBzuR9,0.255,0.942,2,-4.068,1,0.0533,0.00162,0.0191,0.136,0.244,99.734,241947
152,3fHY1FPrS7L6ecZtBcEaj0,0.123,0.362,7,-14.362,1,0.0327,0.883,0.971,0.195,0.0275,148.325,231600
153,3fHY1FPrS7L6ecZtBcEaj0,0.261,0.277,4,-22.235,0,0.0816,0.716,0.0808,0.102,0.0672,119.985,381699
154,3fHY1FPrS7L6ecZtBcEaj0,0.325,0.321,8,-16.623,1,0.0301,0.889,0.202,0.115,0.711,182.077,329361
155,3fHY1FPrS7L6ecZtBcEaj0,0.0865,0.34,5,-18.549,0,0.0522,0.214,0.0487,0.103,0.069,84.842,206901
156,3fHY1FPrS7L6ecZtBcEaj0,0.0774,0.306,6,-15.225,1,0.0373,0.741,0.216,0.126,0.0392,78.802,289101
157,3fHY1FPrS7L6ecZtBcEaj0,0.108,0.274,4,-13.132,1,0.094,0.011,0.014,0.112,0.0378,178.984,435512
158,3fHY1FPrS7L6ecZtBcEaj0,0.317,0.463,6,-14.024,0,0.042,0.59,0.458,0.202,0.368,114.362,166905
159,3fHY1FPrS7L6ecZtBcEaj0,0.129,0.529,2,-11.39,0,0.0375,0.634,0.913,0.382,0.0375,98.126,330989
160,3fHY1FPrS7L6ecZtBcEaj0,0.0962,0.369,5,-16.527,1,0.0586,0.294,0.217,0.0895,0.0539,86.202,216445
161,3fHY1FPrS7L6ecZtBcEaj0,0.0636,0.485,4,-11.532,0,0.0501,0.433,0.739,0.313,0.0321,46.728,379066
162,3fHY1FPrS7L6ecZtBcEaj0,0.142,0.634,0,-12.453,1,0.0593,0.203,0.951,0.271,0.143,102.302,222598
163,3fHY1FPrS7L6ecZtBcEaj0,0.178,0.308,9,-12.187,0,0.0415,0.244,0.759,0.215,0.0381,119.818,260447
164,3fHY1FPrS7L6ecZtBcEaj0,0.141,0.143,6,-21.005,1,0.0343,0.851,0.921,0.102,0.0518,74.999,230609
165,3fHY1FPrS7L6ecZtBcEaj0,0.272,0.225,8,-24.937,0,0.048,0.776,0.906,0.112,0.117,101.729,223724
166,3fHY1FPrS7L6ecZtBcEaj0,0.222,0.226,3,-20.044,0,0.0442,0.747,0.911,0.109,0.108,75.482,257469
167,3fHY1FPrS7L6ecZtBcEaj0,0.14,0.273,4,-18.025,1,0.0335,0.829,0.983,0.0946,0.0393,84.592,406706
168,5daH3Ogui4BqvMrMLaEJ2Q,0.336,0.692,7,-9.468,0,0.0503,0.0106,0.0536,0.241,0.503,127.285,600608
169,5daH3Ogui4BqvMrMLaEJ2Q,0.551,0.855,11,-6.257,0,0.0976,0.0194,0.54,0.176,0.566,125.837,274828
170,5daH3Ogui4BqvMrMLaEJ2Q,0.683,0.696,5,-8.876,0,0.053,0.00147,0.622,0.146,0.731,91.384,407972
171,5daH3Ogui4BqvMrMLaEJ2Q,0.344,0.689,6,-9.347,1,0.118,0.0106,0.00808,0.186,0.523,87.776,426240
172,5daH3Ogui4BqvMrMLaEJ2Q,0.633,0.611,8,-7.287,1,0.0343,0.244,0.000133,0.11,0.671,99.931,282435
173,5daH3Ogui4BqvMrMLaEJ2Q,0.345,0.205,7,-12.998,0,0.0363,0.991,0.919,0.114,0.176,84.343,375640
174,36NLDBi2kX7XRHnyLzLOS8,0.538,0.205,2,-12.856,1,0.03,0.889,7.89e-05,0.116,0.183,101.756,241806
175,36NLDBi2kX7XRHnyLzLOS8,0.636,0.66,9,-8.882,1,0.0284,0.447,0.00135,0.109,0.75,107.042,196012
176,36NLDBi2kX7XRHnyLzLOS8,0.652,0.669,11,-7.797,0,0.0262,0.122,0.00039,0.169,0.769,115.047,194009
177,36NLDBi2kX7XRHnyLzLOS8,0.549,0.194,6,-13.052,0,0.0267,0.565,0.0,0.107,0.148,89.919,221940
178,36NLDBi2kX7XRHnyLzLOS8,0.586,0.136,4,-15.007,1,0.0276,0.865,2.13e-06,0.11,0.317,84.004,192142
179,36NLDBi2kX7XRHnyLzLOS8,0.473,0.634,0,-7.006,1,0.0336,0.0763,3.56e-05,0.0762,0.539,120.571,215100
180,36NLDBi2kX7XRHnyLzLOS8,0.659,0.562,9,-9.187,1,0.0277,0.0417,1.49e-06,0.174,0.643,100.031,241871
181,36NLDBi2kX7XRHnyLzLOS8,0.486,0.34,2,-10.365,1,0.0252,0.666,4.76e-06,0.125,0.245,77.467,282867
182,36NLDBi2kX7XRHnyLzLOS8,0.353,0.228,11,-16.934,0,0.0366,0.974,0.569,0.0959,0.124,185.967,98784
183,36NLDBi2kX7XRHnyLzLOS8,0.464,0.206,9,-13.284,1,0.0253,0.884,0.213,0.109,0.308,74.842,198023
184,033j4a038P7Uodv9Y2eHZb,0.404,0.634,2,-9.131,1,0.0287,0.0171,0.0192,0.175,0.26,169.924,130260
185,033j4a038P7Uodv9Y2eHZb,0.542,0.717,7,-9.102,1,0.0477,0.00329,0.000115,0.111,0.557,143.965,195502
186,033j4a038P7Uodv9Y2eHZb,0.44,0.667,8,-8.677,1,0.0344,0.0596,4.5e-06,0.108,0.183,109.968,224335
187,033j4a038P7Uodv9Y2eHZb,0.505,0.807,10,-7.733,1,0.033,0.00225,0.00301,0.465,0.706,110.021,172783
188,033j4a038P7Uodv9Y2eHZb,0.285,0.675,2,-8.31,1,0.0376,0.0168,3.26e-05,0.562,0.362,183.575,179312
189,033j4a038P7Uodv9Y2eHZb,0.527,0.912,1,-7.06,1,0.0405,0.00216,0.00409,0.734,0.79,123.958,231975
190,033j4a038P7Uodv9Y2eHZb,0.31,0.326,1,-11.123,1,0.029,0.0674,0.0,0.112,0.0532,117.569,237856
191,033j4a038P7Uodv9Y2eHZb,0.301,0.61,1,-8.58,1,0.0285,0.00155,0.08,0.38,0.22,104.921,182899
192,033j4a038P7Uodv9Y2eHZb,0.481,0.129,5,-22.693,1,0.0745,0.932,0.471,0.249,0.0842,131.528,35044
193,033j4a038P7Uodv9Y2eHZb,0.483,0.58,5,-8.868,0,0.0284,0.00316,0.463,0.106,0.127,145.025,291953
194,033j4a038P7Uodv9Y2eHZb,0.459,0.722,3,-7.784,1,0.0318,0.133,0.0,0.0867,0.278,139.93,239353
195,1oe6Qv0KAMuMixxDVQLtOf,0.388,0.934,11,-6.399,0,0.112,4.04e-05,0.000356,0.131,0.447,93.463,114497
196,1oe6Qv0KAMuMixxDVQLtOf,0.373,0.981,1,-6.118,0,0.144,3.31e-06,0.856,0.39,0.273,102.71,60483
197,1oe6Qv0KAMuMixxDVQLtOf,0.404,0.979,11,-6.307,0,0.133,4.95e-06,0.765,0.064,0.207,99.994,64171
198,1oe6Qv0KAMuMixxDVQLtOf,0.345,0.992,11,-6.093,1,0.237,3.42e-06,0.479,0.37,0.231,93.289,75377
